x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,y
-0.1999999999999993,0.0,4.0,-1.0,-3.0,5.0,0.031000000000000028,29.0,-8.0,0.43,-0.019999999999999997,0.2599999999999998,22.0,24.0,7.48,6.0,22.0,-0.769999999999996,-4.0,1.0,-127.0,1.6000000000000014,-79.0,-0.0030000000000000027,1.2000000000000028,1
2.3999999999999986,0.0,11.0,-13.0,2.0,24.0,0.1459999999999999,16.0,-58.0,0.85,-0.05,-0.5199999999999996,-14.0,-12.0,-4.91,-23.0,-68.0,4.060000000000002,4.0,1.0,216.0,0.0,-318.0,0.01100000000000001,1.2000000000000028,0
-2.400000000000002,0.0,-25.0,23.0,2.0,-48.0,-0.293,-68.0,85.0,-1.84,0.030000000000000002,0.20000000000000018,-16.0,-36.0,-4.300000000000001,29.0,46.0,-8.310000000000002,4.0,1.0,-793.0,-0.20000000000000018,442.0,-0.017000000000000015,-1.5999999999999943,0
-0.9000000000000021,0.0,7.0,-3.0,-4.0,10.0,0.06099999999999994,12.0,-26.0,0.43,-0.03,-0.17000000000000082,2.0,-1.0,0.8699999999999992,-5.0,-7.0,1.6699999999999875,0.0,1.0,236.0,-0.09999999999999964,-446.0,-0.008000000000000007,-0.7000000000000028,1
-1.8999999999999986,0.0,8.0,-1.0,-7.0,9.0,0.05500000000000005,1.0,5.0,-0.04000000000000001,0.0,0.07000000000000028,-33.0,-58.0,-8.129999999999999,-3.0,-14.0,0.11999999999999034,6.0,-2.0,29.0,-0.1999999999999993,48.0,-0.0030000000000000027,-0.5,1
1.3000000000000007,0.0,-6.0,7.0,-1.0,-13.0,-0.07900000000000007,-25.0,-7.0,-0.17,0.04,-0.39000000000000057,1.0,-34.0,3.0799999999999983,2.0,18.0,0.5999999999999943,6.0,2.0,-508.0,0.9000000000000004,88.0,0.007000000000000006,1.0999999999999943,1
0.10000000000000142,0.0,-6.0,6.0,0.0,-12.0,-0.07299999999999995,29.0,52.0,-0.27,0.020000000000000004,0.9799999999999995,13.0,31.0,2.75,4.0,20.0,-0.060000000000002274,5.0,2.0,-56.0,1.4000000000000004,138.0,-0.018000000000000016,-0.3999999999999915,0
0.5999999999999979,0.0,-17.0,13.0,4.0,-30.0,-0.183,-64.0,-4.0,-0.7,0.03,-0.8300000000000001,-5.0,-27.0,0.019999999999999574,-19.0,-27.0,6.859999999999999,-8.0,1.0,-247.0,-1.5000000000000009,-88.0,0.0,-1.5,0
-0.20000000000000284,0.0,17.0,-9.0,-8.0,26.0,0.15900000000000003,6.0,-45.0,0.59,-0.03,-0.4800000000000004,-20.0,-14.0,-6.91,-19.0,-9.0,6.590000000000003,4.0,-2.0,-79.0,0.3999999999999986,-9.0,0.015000000000000013,1.5,1
-1.1999999999999993,0.0,3.0,-7.0,4.0,10.0,0.06099999999999994,2.0,-22.0,0.37,0.07,-0.2400000000000002,-7.0,15.0,-3.8099999999999987,8.0,85.0,3.339999999999989,6.0,0.0,-152.0,0.5,-83.0,0.0050000000000000044,0.9000000000000057,0
-0.10000000000000142,0.0,-6.0,6.0,0.0,-12.0,-0.07400000000000007,-7.0,15.0,-0.32999999999999996,-0.07,0.08999999999999986,-8.0,4.0,-3.4899999999999984,-6.0,-71.0,-3.009999999999991,4.0,-2.0,-283.0,1.0999999999999996,153.0,0.0010000000000000009,0.8000000000000114,0
0.0,0.0,-7.0,2.0,5.0,-9.0,-0.05500000000000005,-24.0,4.0,-0.31999999999999995,0.019999999999999997,-0.25,-6.0,-2.0,-2.0,2.0,0.0,-0.7800000000000011,-1.0,2.0,111.0,-1.5999999999999996,350.0,0.010000000000000009,-0.20000000000000284,1
1.8000000000000007,0.0,13.0,-17.0,4.0,30.0,0.183,10.0,-52.0,0.73,-0.03,-0.5099999999999998,4.0,-29.0,3.389999999999999,-10.0,11.0,4.390000000000001,-1.0,-1.0,197.0,-0.1999999999999993,-342.0,0.008000000000000007,0.5999999999999943,1
-2.1999999999999993,0.0,-24.0,15.0,9.0,-39.0,-0.238,-44.0,61.0,-1.21,0.08,0.20999999999999996,-5.0,-6.0,-1.6599999999999966,13.0,-47.0,-9.0,-2.0,5.0,-122.0,-1.299999999999999,22.0,-0.02300000000000002,-2.8999999999999915,0
-1.1999999999999993,0.0,3.0,-1.0,-2.0,4.0,0.025000000000000022,10.0,5.0,0.12999999999999998,0.07,0.1900000000000004,1.0,22.0,-1.1900000000000013,11.0,72.0,0.8899999999999864,3.0,3.0,-97.0,0.5,136.0,0.0010000000000000009,0.5999999999999943,0
-1.6999999999999993,0.0,-23.0,22.0,1.0,-45.0,-0.27399999999999997,-41.0,70.0,-1.2999999999999998,0.06,0.35999999999999943,6.0,51.0,-0.9099999999999984,15.0,31.0,-3.8100000000000023,-2.0,6.0,-185.0,-1.0,324.0,-0.015000000000000013,-2.299999999999997,1
0.3000000000000007,0.0,-2.0,4.0,-2.0,-6.0,-0.03599999999999992,6.0,16.0,-0.05,0.06999999999999999,0.27000000000000046,-1.0,34.0,-2.8599999999999994,-7.0,-3.0,2.680000000000007,-4.0,-1.0,-260.0,0.9000000000000004,263.0,0.0020000000000000018,0.8000000000000114,1
0.10000000000000142,0.0,28.0,-27.0,-1.0,55.0,0.336,75.0,-48.0,1.4300000000000002,-0.08,0.33000000000000007,7.0,12.0,2.289999999999999,-12.0,17.0,5.920000000000002,2.0,-2.0,474.0,1.6000000000000005,-552.0,-0.0010000000000000009,1.0999999999999943,1
-2.3000000000000007,0.0,5.0,-3.0,-2.0,8.0,0.04899999999999993,32.0,-8.0,0.48,-0.02,0.28999999999999915,7.0,34.0,0.5299999999999976,-6.0,7.0,2.8799999999999955,5.0,2.0,23.0,1.1999999999999993,213.0,0.008000000000000007,1.7999999999999972,1
1.5,0.0,0.0,-2.0,2.0,2.0,0.01200000000000001,-41.0,-22.0,-0.20999999999999996,0.03,-0.7699999999999996,-13.0,-40.0,-2.259999999999998,0.0,0.0,0.0,0.0,-2.0,-94.0,-1.5,182.0,0.016000000000000014,0.09999999999999432,0
-1.0,0.0,-7.0,10.0,-3.0,-17.0,-0.10399999999999998,-27.0,48.0,-0.8900000000000001,0.030000000000000002,0.25,-15.0,-16.0,-5.359999999999999,35.0,67.0,-9.64,5.0,4.0,-540.0,0.40000000000000036,686.0,0.0040000000000000036,1.0,1
1.5,0.0,-1.0,-4.0,5.0,3.0,0.018000000000000016,25.0,10.0,0.22,0.04,0.41999999999999993,2.0,46.0,-2.75,-11.0,-49.0,0.5099999999999909,4.0,2.0,192.0,0.40000000000000036,-288.0,-0.014000000000000012,-0.7999999999999972,1
-1.3000000000000007,0.0,-16.0,17.0,-1.0,-33.0,-0.20099999999999996,-22.0,78.0,-1.17,0.06,0.6900000000000004,-6.0,-15.0,-1.3599999999999994,6.0,-17.0,-4.220000000000013,-3.0,5.0,-205.0,-0.29999999999999893,251.0,-0.02400000000000002,-2.200000000000003,0
-0.1999999999999993,0.0,-2.0,5.0,-3.0,-7.0,-0.04300000000000004,9.0,8.0,-0.07,-0.08,0.20000000000000018,6.0,-4.0,2.6000000000000014,-9.0,-48.0,-0.11999999999999034,2.0,-2.0,-362.0,1.9000000000000004,77.0,-0.0030000000000000027,1.3000000000000114,1
-2.099999999999998,0.0,-6.0,6.0,0.0,-12.0,-0.07299999999999995,0.0,38.0,-0.42999999999999994,0.03,0.46999999999999975,11.0,35.0,1.9200000000000017,11.0,-18.0,-6.38000000000001,1.0,-3.0,189.0,-0.7999999999999989,-99.0,-0.018000000000000016,-2.299999999999997,1
-1.6000000000000014,0.0,18.0,-7.0,-11.0,25.0,0.15300000000000002,21.0,-8.0,0.33,-0.03,0.14999999999999947,-23.0,-20.0,-7.760000000000002,-9.0,8.0,3.950000000000003,6.0,0.0,45.0,0.5,-112.0,-0.0040000000000000036,0.0,1
3.6000000000000014,0.0,-18.0,12.0,6.0,-30.0,-0.18300000000000005,-81.0,5.0,-0.97,0.08,-0.9299999999999997,-12.0,-70.0,0.5500000000000007,10.0,11.0,-3.0600000000000023,0.0,2.0,-420.0,-1.8999999999999986,225.0,0.009000000000000008,-0.9000000000000057,1
0.9000000000000021,0.0,9.0,-13.0,4.0,22.0,0.13400000000000006,8.0,-35.0,0.57,0.039999999999999994,-0.3299999999999992,-8.0,-36.0,-0.9199999999999999,-15.0,-25.0,4.200000000000003,-3.0,-10.0,-111.0,0.5,-31.0,0.013000000000000012,1.5,0
0.3999999999999986,0.0,-5.0,7.0,-2.0,-12.0,-0.07299999999999995,-14.0,29.0,-0.52,0.0,0.1800000000000006,-5.0,17.0,-3.6700000000000017,-2.0,-43.0,-2.719999999999999,0.0,1.0,172.0,-1.200000000000001,59.0,-0.006000000000000005,-1.7000000000000028,1
-1.3000000000000007,0.0,0.0,-6.0,6.0,6.0,0.03699999999999998,28.0,11.0,0.18999999999999995,-0.010000000000000002,0.4800000000000004,-5.0,2.0,-2.3299999999999983,-14.0,-60.0,0.009999999999990905,0.0,0.0,-62.0,1.4000000000000004,-254.0,-0.015000000000000013,0.10000000000000853,0
-1.1000000000000014,0.0,-3.0,2.0,1.0,-5.0,-0.031000000000000028,12.0,27.0,-0.25,-0.07,0.47000000000000064,2.0,-5.0,1.129999999999999,1.0,-25.0,-2.759999999999991,3.0,-4.0,-525.0,2.5999999999999996,-88.0,-0.013000000000000012,0.9000000000000057,1
-0.5999999999999979,0.0,-2.0,2.0,0.0,-4.0,-0.025000000000000022,-22.0,-10.0,-0.13,0.019999999999999997,-0.3899999999999997,-32.0,-81.0,-5.969999999999999,-11.0,-44.0,1.0699999999999932,5.0,-5.0,117.0,-1.3000000000000007,131.0,0.008000000000000007,-0.4000000000000057,1
-0.1999999999999993,0.0,11.0,-3.0,-8.0,14.0,0.08600000000000008,28.0,-4.0,0.42999999999999994,0.05,0.3000000000000007,9.0,4.0,3.2799999999999976,-3.0,21.0,2.7299999999999898,-5.0,3.0,-1.0,0.8000000000000007,25.0,-0.0020000000000000018,0.6999999999999886,0
-0.09999999999999787,0.0,-9.0,5.0,4.0,-14.0,-0.08600000000000008,-8.0,22.0,-0.35,0.019999999999999997,0.16999999999999993,-2.0,-29.0,1.3099999999999987,2.0,-13.0,-1.6899999999999977,1.0,-1.0,212.0,-1.0,-20.0,-0.008000000000000007,-1.4000000000000057,0
1.1999999999999993,0.0,-7.0,5.0,2.0,-12.0,-0.07299999999999995,-24.0,2.0,-0.34,-0.019999999999999997,-0.2699999999999996,5.0,-13.0,2.919999999999998,0.0,6.0,0.6000000000000085,-6.0,2.0,-180.0,-0.20000000000000107,109.0,0.0050000000000000044,0.19999999999998863,0
-1.5,0.0,-23.0,19.0,4.0,-42.0,-0.25599999999999995,-64.0,34.0,-1.13,0.06,-0.3600000000000003,6.0,8.0,1.9400000000000013,-8.0,-45.0,0.47999999999998977,-7.0,-2.0,-58.0,-2.3,-187.0,-0.018000000000000016,-3.799999999999997,0
1.7000000000000028,0.0,-4.0,5.0,-1.0,-9.0,-0.05499999999999994,-19.0,12.0,-0.29,0.1,-0.07999999999999918,-10.0,-33.0,-1.8099999999999987,-7.0,-16.0,1.7700000000000102,-2.0,-6.0,-253.0,0.0,75.0,0.0,-0.29999999999999716,0
-1.0,0.0,-2.0,4.0,-2.0,-6.0,-0.03699999999999992,40.0,50.0,-0.06,0.060000000000000005,1.0899999999999999,6.0,36.0,-0.3200000000000003,7.0,-23.0,-4.13000000000001,3.0,-4.0,-36.0,1.5999999999999996,48.0,-0.018000000000000016,-0.29999999999999716,1
2.3999999999999986,0.0,-13.0,10.0,3.0,-23.0,-0.14,-61.0,13.0,-0.8400000000000001,0.05,-0.5899999999999999,-19.0,-25.0,-5.98,2.0,2.0,-0.6000000000000085,3.0,4.0,-411.0,-1.0,142.0,0.0040000000000000036,-0.7999999999999972,0
0.6999999999999993,0.0,-5.0,4.0,1.0,-9.0,-0.05500000000000005,-5.0,-25.0,0.29000000000000004,0.06,-0.3600000000000003,2.0,10.0,0.16999999999999993,-20.0,-40.0,5.299999999999997,-5.0,-3.0,64.0,-0.3000000000000007,-100.0,0.0050000000000000044,0.20000000000000284,0
2.3000000000000007,0.0,15.0,-22.0,7.0,37.0,0.22600000000000003,45.0,-51.0,1.1,-0.07,-0.0699999999999994,10.0,22.0,2.870000000000001,-14.0,-7.0,4.900000000000006,-6.0,-2.0,532.0,0.20000000000000018,-494.0,0.0040000000000000036,0.5,1
1.1999999999999993,0.0,3.0,-5.0,2.0,8.0,0.04799999999999993,5.0,-34.0,0.42000000000000004,-0.060000000000000005,-0.35999999999999943,-5.0,11.0,-2.8999999999999986,-24.0,-117.0,0.45000000000000284,1.0,-2.0,-114.0,0.9000000000000004,-349.0,0.0010000000000000009,0.9000000000000057,0
2.1999999999999993,0.0,24.0,-15.0,-9.0,39.0,0.238,44.0,-61.0,1.21,-0.08,-0.20999999999999996,5.0,6.0,1.6599999999999966,-13.0,47.0,9.0,2.0,-5.0,122.0,1.299999999999999,-22.0,0.02300000000000002,2.8999999999999915,1
1.1999999999999993,0.0,13.0,-19.0,6.0,32.0,0.195,24.0,-41.0,0.75,-0.05,-0.20999999999999996,25.0,11.0,7.909999999999998,3.0,22.0,0.45000000000000284,-4.0,-4.0,32.0,0.9000000000000004,-425.0,0.0030000000000000027,1.0999999999999943,1
1.0999999999999979,0.0,4.0,-1.0,-3.0,5.0,0.030000000000000027,2.0,-2.0,0.040000000000000036,-0.010000000000000002,0.0,-6.0,-10.0,-1.620000000000001,-11.0,-74.0,-1.0499999999999972,-6.0,0.0,175.0,-0.5,-35.0,0.0010000000000000009,-0.4000000000000057,1
-0.1999999999999993,0.0,27.0,-26.0,-1.0,53.0,0.324,78.0,-71.0,1.79,-0.02,0.09000000000000075,10.0,21.0,2.3099999999999987,-23.0,-22.0,6.959999999999994,-2.0,-2.0,142.0,2.5,-480.0,0.007000000000000006,3.0,1
1.4000000000000021,0.0,18.0,-24.0,6.0,42.0,0.25599999999999995,52.0,-63.0,1.34,-0.060000000000000005,-0.1299999999999999,8.0,-11.0,4.449999999999999,-20.0,-13.0,6.8700000000000045,1.0,-5.0,562.0,0.4999999999999991,-469.0,0.010000000000000009,1.1999999999999886,1
-0.9000000000000021,0.0,-1.0,-3.0,4.0,2.0,0.01200000000000001,3.0,19.0,-0.18,0.009999999999999998,0.27000000000000046,-4.0,-1.0,-1.4700000000000024,10.0,23.0,-2.6400000000000006,1.0,-2.0,-163.0,0.6999999999999993,-165.0,-0.010000000000000009,-0.4000000000000057,0
0.10000000000000142,0.0,-8.0,0.0,8.0,-8.0,-0.049000000000000044,-46.0,-26.0,-0.29000000000000004,-0.05,-0.8699999999999992,5.0,-34.0,4.470000000000002,12.0,12.0,-3.6400000000000006,-6.0,-1.0,-145.0,-1.1999999999999993,29.0,0.014000000000000012,0.29999999999999716,1
-1.1999999999999993,0.0,-13.0,19.0,-6.0,-32.0,-0.195,-24.0,41.0,-0.75,0.05,0.20999999999999996,-25.0,-11.0,-7.909999999999998,-3.0,-22.0,-0.45000000000000284,4.0,4.0,-32.0,-0.9000000000000004,425.0,-0.0030000000000000027,-1.0999999999999943,0
0.20000000000000284,0.0,-11.0,9.0,2.0,-20.0,-0.122,-2.0,38.0,-0.39999999999999997,0.09,0.4400000000000004,-3.0,5.0,-1.5500000000000007,-5.0,-16.0,0.9900000000000091,-3.0,-2.0,-48.0,-0.09999999999999964,243.0,-0.006000000000000005,-0.5999999999999943,0
-2.0,0.0,8.0,-3.0,-5.0,11.0,0.06700000000000006,47.0,16.0,0.32,-0.05,0.7700000000000005,14.0,42.0,2.3099999999999987,-4.0,-45.0,-2.1199999999999903,-3.0,-3.0,583.0,-0.20000000000000107,-83.0,-0.010000000000000009,-0.9000000000000057,1
0.10000000000000142,0.0,-1.0,9.0,-8.0,-10.0,-0.06099999999999994,-2.0,35.0,-0.41000000000000003,0.05,0.41000000000000014,6.0,-36.0,4.93,16.0,46.0,-2.6799999999999926,-1.0,-3.0,-173.0,0.5,100.0,-0.009000000000000008,-0.7000000000000028,0
-2.1999999999999993,0.0,4.0,1.0,-5.0,3.0,0.018000000000000016,31.0,20.0,0.14,0.0,0.6200000000000001,1.0,13.0,-0.5599999999999987,6.0,-60.0,-6.960000000000008,4.0,-8.0,177.0,0.40000000000000036,-81.0,-0.01100000000000001,-0.5999999999999943,0
-2.5,0.0,2.0,-5.0,3.0,7.0,0.04300000000000004,20.0,-11.0,0.36999999999999994,-0.009999999999999995,0.10999999999999943,7.0,44.0,-0.5399999999999991,4.0,-9.0,-2.049999999999997,1.0,4.0,-25.0,1.0999999999999996,-152.0,-0.0020000000000000018,0.8000000000000114,1
1.0999999999999979,0.0,-7.0,3.0,4.0,-10.0,-0.06099999999999994,-36.0,20.0,-0.67,0.009999999999999998,-0.1999999999999993,-20.0,9.0,-9.059999999999999,0.0,-16.0,-1.2000000000000028,-3.0,2.0,97.0,-1.9000000000000004,54.0,-0.0030000000000000027,-1.8999999999999915,0
1.3000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,12.0,-25.0,0.49,0.05,-0.14999999999999947,19.0,15.0,6.629999999999999,-10.0,-17.0,2.6400000000000006,-7.0,-1.0,77.0,0.09999999999999964,-131.0,0.0040000000000000036,0.5999999999999943,0
-0.8000000000000007,0.0,6.0,1.0,-7.0,5.0,0.031000000000000028,11.0,-4.0,0.23,0.06,0.08999999999999986,-8.0,-1.0,-3.1800000000000015,-13.0,-2.0,5.389999999999986,-3.0,1.0,-14.0,0.40000000000000036,56.0,-0.0010000000000000009,0.29999999999999716,0
-0.8999999999999986,0.0,-13.0,11.0,2.0,-24.0,-0.1459999999999999,-24.0,40.0,-0.7699999999999999,0.010000000000000002,0.20000000000000018,16.0,22.0,4.84,11.0,-12.0,-5.780000000000001,-5.0,-1.0,9.0,-1.0,10.0,-0.013000000000000012,-2.1000000000000085,0
0.8999999999999986,0.0,2.0,4.0,-6.0,-2.0,-0.013000000000000012,11.0,6.0,-0.02999999999999997,-0.09,0.20000000000000018,0.0,-14.0,0.9800000000000004,-20.0,-122.0,-1.1699999999999875,-4.0,-2.0,-187.0,1.4000000000000004,42.0,-0.0020000000000000018,0.9000000000000057,1
-0.3000000000000007,0.0,26.0,-20.0,-6.0,46.0,0.281,64.0,-72.0,1.58,-0.09,-0.10000000000000053,12.0,50.0,1.1199999999999974,-9.0,38.0,6.950000000000003,3.0,-1.0,97.0,2.3999999999999986,-174.0,0.02100000000000002,3.700000000000003,0
0.1999999999999993,0.0,-1.0,6.0,-5.0,-7.0,-0.041999999999999926,15.0,21.0,-0.09,-0.019999999999999997,0.4400000000000004,17.0,41.0,3.8099999999999987,4.0,-21.0,-3.489999999999995,-4.0,2.0,45.0,0.40000000000000036,-20.0,-0.009000000000000008,-0.5,0
-1.3000000000000007,0.0,5.0,-6.0,1.0,11.0,0.06800000000000006,21.0,-5.0,0.30999999999999994,-0.009999999999999995,0.1999999999999993,5.0,27.0,-0.030000000000001137,6.0,71.0,3.009999999999991,1.0,3.0,176.0,0.1999999999999993,-101.0,-0.0020000000000000018,0.0,1
-0.6999999999999993,0.0,-15.0,3.0,12.0,-18.0,-0.10999999999999999,-14.0,45.0,-0.74,-0.02,0.3800000000000008,14.0,-4.0,5.75,26.0,55.0,-6.340000000000003,0.0,-1.0,-364.0,0.9000000000000004,2.0,-0.014000000000000012,-0.5,0
0.5999999999999979,0.0,-1.0,-2.0,3.0,1.0,0.006000000000000005,-13.0,-4.0,-0.19,-0.08,-0.20999999999999996,3.0,-1.0,1.2800000000000011,13.0,9.0,-4.650000000000006,-3.0,4.0,230.0,-1.1999999999999993,-288.0,-0.008000000000000007,-1.5,1
0.8999999999999986,0.0,7.0,-2.0,-5.0,9.0,0.05499999999999994,-19.0,-38.0,0.14,-0.1,-0.6899999999999995,-9.0,-52.0,0.35999999999999943,-11.0,12.0,5.0,-3.0,-5.0,-105.0,-0.40000000000000036,-10.0,0.015000000000000013,0.8999999999999915,0
0.5,0.0,-7.0,3.0,4.0,-10.0,-0.061000000000000054,14.0,32.0,-0.21999999999999997,0.0,0.5599999999999996,30.0,52.0,7.279999999999998,13.0,31.0,-2.759999999999991,-4.0,4.0,95.0,0.3000000000000007,-151.0,-0.016000000000000014,-1.0,0
-1.1000000000000014,0.0,21.0,-14.0,-7.0,35.0,0.21299999999999997,71.0,-24.0,1.0899999999999999,-0.06,0.5700000000000003,-2.0,20.0,-2.530000000000001,-15.0,-33.0,3.660000000000011,2.0,-2.0,574.0,0.7999999999999989,-93.0,0.0030000000000000027,1.2000000000000028,1
0.10000000000000142,0.0,-23.0,25.0,-2.0,-48.0,-0.293,-62.0,64.0,-1.53,0.010000000000000002,0.019999999999999574,4.0,-29.0,3.780000000000001,20.0,45.0,-4.069999999999993,0.0,2.0,-221.0,-1.6999999999999993,404.0,-0.01100000000000001,-2.5,0
0.3999999999999986,0.0,-17.0,16.0,1.0,-33.0,-0.201,-41.0,32.0,-0.87,0.03,-0.11000000000000032,-5.0,16.0,-2.83,4.0,49.0,2.5700000000000074,-3.0,9.0,-374.0,-0.20000000000000107,423.0,0.0030000000000000027,0.0,1
0.5999999999999979,0.0,-13.0,15.0,-2.0,-28.0,-0.17099999999999999,-42.0,16.0,-0.73,-0.02,-0.3200000000000003,-3.0,-29.0,0.9100000000000001,-27.0,-118.0,2.9200000000000017,-8.0,-1.0,85.0,-1.7999999999999998,-114.0,-0.010000000000000009,-2.5999999999999943,0
-0.10000000000000142,0.0,-28.0,27.0,1.0,-55.0,-0.336,-75.0,48.0,-1.4300000000000002,0.08,-0.33000000000000007,-7.0,-12.0,-2.289999999999999,12.0,-17.0,-5.920000000000002,-2.0,2.0,-474.0,-1.6000000000000005,552.0,0.0010000000000000009,-1.0999999999999943,0
0.9000000000000021,0.0,21.0,-18.0,-3.0,39.0,0.238,44.0,-80.0,1.45,-0.06,-0.4400000000000004,19.0,5.0,7.649999999999999,-1.0,47.0,4.490000000000009,0.0,-3.0,88.0,1.5,-91.0,0.026000000000000023,3.5999999999999943,0
